2017-12-11-14-28-20    UserID [52]    Transaction Complete 
2017-12-11-14-28-20    UserID [28]    Transaction Complete 
2017-12-11-14-28-20    UserID [15]    Transaction Complete 
2017-12-11-14-28-20    UserID [20]    Transaction Complete 
2017-12-11-14-28-20    UserID [4]    Transaction Complete 
2017-12-11-14-28-20    UserID [34]    Transaction Complete 
2017-12-11-14-28-20    UserID [53]    Transaction Complete 
2017-12-11-14-28-20    UserID [6]    Transaction Complete 
2017-12-11-14-28-20    UserID [2]    Transaction Complete 
2017-12-11-14-28-20    UserID [40]    Transaction Complete 
2017-12-11-14-28-20    UserID [36]    Transaction Complete 
2017-12-11-14-28-21    UserID [1]    Transaction Complete 
2017-12-11-14-28-21    UserID [16]    Transaction Complete 
2017-12-11-14-28-21    UserID [59]    Transaction Complete 
2017-12-11-14-28-21    UserID [42]    Transaction Complete 
2017-12-11-14-28-21    UserID [58]    Transaction Complete 
2017-12-11-14-28-21    UserID [0]    Transaction Complete 
2017-12-11-14-28-21    UserID [13]    Transaction Complete 
2017-12-11-14-28-21    UserID [21]    Transaction Complete 
2017-12-11-14-28-21    UserID [49]    Transaction Complete 
2017-12-11-14-28-21    UserID [8]    Transaction Complete 
2017-12-11-14-28-21    UserID [24]    Transaction Complete 
2017-12-11-14-28-21    UserID [54]    Transaction Complete 
2017-12-11-14-28-21    UserID [32]    Transaction Complete 
2017-12-11-14-28-21    UserID [31]    Transaction Complete 
2017-12-11-14-28-21    UserID [40]    Transaction Complete 
2017-12-11-14-28-21    UserID [37]    Transaction Complete 
2017-12-11-14-28-21    UserID [36]    Transaction Complete 
2017-12-11-14-28-21    UserID [44]    Transaction Complete 
2017-12-11-14-28-21    UserID [9]    Transaction Complete 
2017-12-11-14-28-21    UserID [11]    Transaction Complete 
2017-12-11-14-28-21    UserID [10]    Transaction Complete 
2017-12-11-14-28-21    UserID [57]    Transaction Complete 
2017-12-11-14-28-21    UserID [23]    Transaction Complete 
2017-12-11-14-28-22    UserID [46]    Transaction Complete 
2017-12-11-14-28-22    UserID [6]    Transaction Complete 
2017-12-11-14-28-22    UserID [33]    Transaction Complete 
2017-12-11-14-28-22    UserID [38]    Transaction Complete 
2017-12-11-14-28-22    UserID [28]    Transaction Complete 
2017-12-11-14-28-22    UserID [26]    Transaction Complete 
2017-12-11-14-28-22    UserID [19]    Transaction Complete 
2017-12-11-14-28-22    UserID [35]    Transaction Complete 
2017-12-11-14-28-22    UserID [7]    Transaction Complete 
2017-12-11-14-28-22    UserID [27]    Transaction Complete 
2017-12-11-14-28-22    UserID [43]    Transaction Complete 
2017-12-11-14-28-22    UserID [41]    Transaction Complete 
2017-12-11-14-28-22    UserID [39]    Transaction Complete 
2017-12-11-14-28-22    UserID [52]    Transaction Complete 
2017-12-11-14-28-22    UserID [18]    Transaction Complete 
2017-12-11-14-28-22    UserID [14]    Transaction Complete 
2017-12-11-14-28-22    UserID [15]    Transaction Complete 
2017-12-11-14-28-22    UserID [55]    Transaction Complete 
2017-12-11-14-28-22    UserID [3]    Transaction Complete 
2017-12-11-14-28-22    UserID [50]    Transaction Complete 
2017-12-11-14-28-22    UserID [34]    Transaction Complete 
2017-12-11-14-28-22    UserID [4]    Transaction Complete 
2017-12-11-14-28-22    UserID [29]    Transaction Complete 
2017-12-11-14-28-22    UserID [45]    Transaction Complete 
2017-12-11-14-28-22    UserID [22]    Transaction Complete 
2017-12-11-14-28-22    UserID [48]    Transaction Complete 
2017-12-11-14-28-22    UserID [12]    Transaction Complete 
2017-12-11-14-28-22    UserID [51]    Transaction Complete 
2017-12-11-14-28-22    UserID [30]    Transaction Complete 
2017-12-11-14-28-22    UserID [53]    Transaction Complete 
2017-12-11-14-28-22    UserID [5]    Transaction Complete 
2017-12-11-14-28-22    UserID [47]    Transaction Complete 
2017-12-11-14-28-22    UserID [17]    Transaction Complete 
2017-12-11-14-28-22    UserID [25]    Transaction Complete 
2017-12-11-14-28-22    UserID [56]    Transaction Complete 
2017-12-11-14-28-22    UserID [20]    Transaction Complete 
2017-12-11-14-28-22    UserID [2]    Transaction Complete 
2017-12-11-14-28-22    UserID [1]    Transaction Complete 
2017-12-11-14-28-22    UserID [0]    Transaction Complete 
2017-12-11-14-28-22    UserID [42]    Transaction Complete 
2017-12-11-14-28-22    UserID [13]    Transaction Complete 
2017-12-11-14-28-22    UserID [49]    Transaction Complete 
2017-12-11-14-28-22    UserID [16]    Transaction Complete 
2017-12-11-14-28-22    UserID [21]    Transaction Complete 
2017-12-11-14-28-22    UserID [32]    Transaction Complete 
2017-12-11-14-28-22    UserID [24]    Transaction Complete 
2017-12-11-14-28-22    UserID [8]    Transaction Complete 
2017-12-11-14-28-22    UserID [36]    Transaction Complete 
2017-12-11-14-28-22    UserID [40]    Transaction Complete 
2017-12-11-14-28-23    UserID [59]    Transaction Complete 
2017-12-11-14-28-23    UserID [58]    Transaction Complete 
2017-12-11-14-28-23    UserID [57]    Transaction Complete 
2017-12-11-14-28-23    UserID [26]    Transaction Complete 
2017-12-11-14-28-23    UserID [54]    Transaction Complete 
2017-12-11-14-28-23    UserID [14]    Transaction Complete 
2017-12-11-14-28-23    UserID [31]    Transaction Complete 
2017-12-11-14-28-23    UserID [38]    Transaction Complete 
2017-12-11-14-28-23    UserID [23]    Transaction Complete 
2017-12-11-14-28-23    UserID [18]    Transaction Complete 
2017-12-11-14-28-23    UserID [5]    Transaction Complete 
2017-12-11-14-28-23    UserID [28]    Transaction Complete 
2017-12-11-14-28-23    UserID [19]    Transaction Complete 
2017-12-11-14-28-23    UserID [43]    Transaction Complete 
2017-12-11-14-28-23    UserID [41]    Transaction Complete 
2017-12-11-14-28-23    UserID [37]    Transaction Complete 
2017-12-11-14-28-23    UserID [50]    Transaction Complete 
2017-12-11-14-28-23    UserID [55]    Transaction Complete 
2017-12-11-14-28-23    UserID [52]    Transaction Complete 
2017-12-11-14-28-23    UserID [39]    Transaction Complete 
2017-12-11-14-28-23    UserID [3]    Transaction Complete 
2017-12-11-14-28-23    UserID [48]    Transaction Complete 
2017-12-11-14-28-23    UserID [51]    Transaction Complete 
2017-12-11-14-28-23    UserID [29]    Transaction Complete 
2017-12-11-14-28-23    UserID [22]    Transaction Complete 
2017-12-11-14-28-23    UserID [35]    Transaction Complete 
2017-12-11-14-28-23    UserID [33]    Transaction Complete 
2017-12-11-14-28-23    UserID [45]    Transaction Complete 
2017-12-11-14-28-23    UserID [46]    Transaction Complete 
2017-12-11-14-28-23    UserID [15]    Transaction Complete 
2017-12-11-14-28-23    UserID [17]    Transaction Complete 
2017-12-11-14-28-23    UserID [9]    Transaction Complete 
2017-12-11-14-28-23    UserID [10]    Transaction Complete 
2017-12-11-14-28-23    UserID [11]    Transaction Complete 
2017-12-11-14-28-23    UserID [53]    Transaction Complete 
2017-12-11-14-28-23    UserID [27]    Transaction Complete 
2017-12-11-14-28-23    UserID [34]    Transaction Complete 
2017-12-11-14-28-23    UserID [4]    Transaction Complete 
2017-12-11-14-28-23    UserID [6]    Transaction Complete 
2017-12-11-14-28-23    UserID [56]    Transaction Complete 
2017-12-11-14-28-23    UserID [30]    Transaction Complete 
2017-12-11-14-28-23    UserID [7]    Transaction Complete 
2017-12-11-14-28-23    UserID [47]    Transaction Complete 
2017-12-11-14-28-23    UserID [25]    Transaction Complete 
2017-12-11-14-28-23    UserID [12]    Transaction Complete 
2017-12-11-14-28-23    UserID [20]    Transaction Complete 
2017-12-11-14-28-23    UserID [44]    Transaction Complete 
2017-12-11-14-28-23    UserID [2]    Transaction Complete 
2017-12-11-14-28-23    UserID [42]    Transaction Complete 
2017-12-11-14-28-23    UserID [24]    Transaction Complete 
2017-12-11-14-28-23    UserID [1]    Transaction Complete 
2017-12-11-14-28-23    UserID [13]    Transaction Complete 
2017-12-11-14-28-23    UserID [16]    Transaction Complete 
2017-12-11-14-28-24    UserID [0]    Transaction Complete 
2017-12-11-14-28-24    UserID [8]    Transaction Complete 
2017-12-11-14-28-24    UserID [49]    Transaction Complete 
2017-12-11-14-28-24    UserID [59]    Transaction Complete 
2017-12-11-14-28-24    UserID [36]    Transaction Complete 
2017-12-11-14-28-24    UserID [32]    Transaction Complete 
2017-12-11-14-28-24    UserID [40]    Transaction Complete 
2017-12-11-14-28-24    UserID [28]    Transaction Complete 
2017-12-11-14-28-24    UserID [26]    Transaction Complete 
2017-12-11-14-28-24    UserID [54]    Transaction Complete 
2017-12-11-14-28-24    UserID [19]    Transaction Complete 
2017-12-11-14-28-24    UserID [38]    Transaction Complete 
2017-12-11-14-28-24    UserID [58]    Transaction Complete 
2017-12-11-14-28-24    UserID [5]    Transaction Complete 
2017-12-11-14-28-24    UserID [57]    Transaction Complete 
2017-12-11-14-28-24    UserID [41]    Transaction Complete 
2017-12-11-14-28-24    UserID [34]    Transaction Complete 
2017-12-11-14-28-24    UserID [39]    Transaction Complete 
2017-12-11-14-28-24    UserID [18]    Transaction Complete 
2017-12-11-14-28-24    UserID [21]    Transaction Complete 
2017-12-11-14-28-24    UserID [46]    Transaction Complete 
2017-12-11-14-28-24    UserID [48]    Transaction Complete 
2017-12-11-14-28-24    UserID [29]    Transaction Complete 
2017-12-11-14-28-24    UserID [51]    Transaction Complete 
2017-12-11-14-28-24    UserID [37]    Transaction Complete 
2017-12-11-14-28-24    UserID [23]    Transaction Complete 
2017-12-11-14-28-24    UserID [55]    Transaction Complete 
2017-12-11-14-28-24    UserID [30]    Transaction Complete 
2017-12-11-14-28-24    UserID [4]    Transaction Complete 
2017-12-11-14-28-24    UserID [31]    Transaction Complete 
2017-12-11-14-28-24    UserID [43]    Transaction Complete 
2017-12-11-14-28-24    UserID [22]    Transaction Complete 
2017-12-11-14-28-24    UserID [11]    Transaction Complete 
2017-12-11-14-28-24    UserID [50]    Transaction Complete 
2017-12-11-14-28-24    UserID [10]    Transaction Complete 
2017-12-11-14-28-24    UserID [45]    Transaction Complete 
2017-12-11-14-28-24    UserID [17]    Transaction Complete 
2017-12-11-14-28-24    UserID [3]    Transaction Complete 
2017-12-11-14-28-24    UserID [27]    Transaction Complete 
2017-12-11-14-28-24    UserID [53]    Transaction Complete 
2017-12-11-14-28-24    UserID [35]    Transaction Complete 
2017-12-11-14-28-24    UserID [47]    Transaction Complete 
2017-12-11-14-28-24    UserID [52]    Transaction Complete 
2017-12-11-14-28-24    UserID [12]    Transaction Complete 
2017-12-11-14-28-24    UserID [15]    Transaction Complete 
2017-12-11-14-28-24    UserID [14]    Transaction Complete 
2017-12-11-14-28-24    UserID [7]    Transaction Complete 
2017-12-11-14-28-24    UserID [44]    Transaction Complete 
2017-12-11-14-28-24    UserID [56]    Transaction Complete 
2017-12-11-14-28-24    UserID [6]    Transaction Complete 
2017-12-11-14-28-24    UserID [20]    Transaction Complete 
2017-12-11-14-28-24    UserID [9]    Transaction Complete 
2017-12-11-14-28-24    UserID [33]    Transaction Complete 
2017-12-11-14-28-24    UserID [25]    Transaction Complete 
2017-12-11-14-28-25    UserID [2]    Transaction Complete 
2017-12-11-14-28-25    UserID [59]    Transaction Complete 
2017-12-11-14-28-25    UserID [24]    Transaction Complete 
2017-12-11-14-28-25    UserID [0]    Transaction Complete 
2017-12-11-14-28-25    UserID [1]    Transaction Complete 
2017-12-11-14-28-25    UserID [26]    Transaction Complete 
2017-12-11-14-28-25    UserID [13]    Transaction Complete 
2017-12-11-14-28-25    UserID [28]    Transaction Complete 
2017-12-11-14-28-25    UserID [16]    Transaction Complete 
2017-12-11-14-28-25    UserID [40]    Transaction Complete 
2017-12-11-14-28-25    UserID [32]    Transaction Complete 
2017-12-11-14-28-25    UserID [36]    Transaction Complete 
2017-12-11-14-28-25    UserID [42]    Transaction Complete 
2017-12-11-14-28-25    UserID [49]    Transaction Complete 
2017-12-11-14-28-25    UserID [5]    Transaction Complete 
2017-12-11-14-28-25    UserID [54]    Transaction Complete 
2017-12-11-14-28-25    UserID [57]    Transaction Complete 
2017-12-11-14-28-25    UserID [19]    Transaction Complete 
2017-12-11-14-28-25    UserID [8]    Transaction Complete 
2017-12-11-14-28-25    UserID [58]    Transaction Complete 
2017-12-11-14-28-25    UserID [55]    Transaction Complete 
2017-12-11-14-28-25    UserID [34]    Transaction Complete 
2017-12-11-14-28-25    UserID [31]    Transaction Complete 
2017-12-11-14-28-25    UserID [41]    Transaction Complete 
2017-12-11-14-28-25    UserID [18]    Transaction Complete 
2017-12-11-14-28-25    UserID [39]    Transaction Complete 
2017-12-11-14-28-25    UserID [29]    Transaction Complete 
2017-12-11-14-28-25    UserID [21]    Transaction Complete 
2017-12-11-14-28-25    UserID [48]    Transaction Complete 
2017-12-11-14-28-25    UserID [17]    Transaction Complete 
2017-12-11-14-28-25    UserID [22]    Transaction Complete 
2017-12-11-14-28-25    UserID [35]    Transaction Complete 
2017-12-11-14-28-25    UserID [52]    Transaction Complete 
2017-12-11-14-28-25    UserID [46]    Transaction Complete 
2017-12-11-14-28-25    UserID [4]    Transaction Complete 
2017-12-11-14-28-25    UserID [38]    Transaction Complete 
2017-12-11-14-28-25    UserID [50]    Transaction Complete 
2017-12-11-14-28-25    UserID [10]    Transaction Complete 
2017-12-11-14-28-25    UserID [43]    Transaction Complete 
2017-12-11-14-28-25    UserID [3]    Transaction Complete 
2017-12-11-14-28-25    UserID [45]    Transaction Complete 
2017-12-11-14-28-25    UserID [20]    Transaction Complete 
2017-12-11-14-28-25    UserID [15]    Transaction Complete 
2017-12-11-14-28-25    UserID [33]    Transaction Complete 
2017-12-11-14-28-25    UserID [47]    Transaction Complete 
2017-12-11-14-28-25    UserID [53]    Transaction Complete 
2017-12-11-14-28-25    UserID [51]    Transaction Complete 
2017-12-11-14-28-25    UserID [30]    Transaction Complete 
2017-12-11-14-28-25    UserID [23]    Transaction Complete 
2017-12-11-14-28-25    UserID [14]    Transaction Complete 
2017-12-11-14-28-25    UserID [37]    Transaction Complete 
2017-12-11-14-28-25    UserID [6]    Transaction Complete 
2017-12-11-14-28-25    UserID [56]    Transaction Complete 
2017-12-11-14-28-25    UserID [44]    Transaction Complete 
2017-12-11-14-28-25    UserID [12]    Transaction Complete 
2017-12-11-14-28-25    UserID [27]    Transaction Complete 
2017-12-11-14-28-25    UserID [11]    Transaction Complete 
2017-12-11-14-28-25    UserID [7]    Transaction Complete 
2017-12-11-14-28-25    UserID [9]    Transaction Complete 
2017-12-11-14-28-25    UserID [25]    Transaction Complete 
2017-12-11-14-28-26    UserID [0]    Transaction Complete 
2017-12-11-14-28-26    UserID [24]    Transaction Complete 
2017-12-11-14-28-26    UserID [59]    Transaction Complete 
2017-12-11-14-28-26    UserID [13]    Transaction Complete 
2017-12-11-14-28-26    UserID [1]    Transaction Complete 
2017-12-11-14-28-26    UserID [2]    Transaction Complete 
2017-12-11-14-28-26    UserID [40]    Transaction Complete 
2017-12-11-14-28-26    UserID [28]    Transaction Complete 
2017-12-11-14-28-26    UserID [5]    Transaction Complete 
2017-12-11-14-28-26    UserID [42]    Transaction Complete 
2017-12-11-14-28-26    UserID [16]    Transaction Complete 
2017-12-11-14-28-26    UserID [58]    Transaction Complete 
2017-12-11-14-28-26    UserID [57]    Transaction Complete 
2017-12-11-14-28-26    UserID [32]    Transaction Complete 
2017-12-11-14-28-26    UserID [26]    Transaction Complete 
2017-12-11-14-28-26    UserID [19]    Transaction Complete 
2017-12-11-14-28-26    UserID [8]    Transaction Complete 
2017-12-11-14-28-26    UserID [29]    Transaction Complete 
2017-12-11-14-28-26    UserID [36]    Transaction Complete 
2017-12-11-14-28-26    UserID [22]    Transaction Complete 
2017-12-11-14-28-26    UserID [17]    Transaction Complete 
2017-12-11-14-28-26    UserID [39]    Transaction Complete 
2017-12-11-14-28-26    UserID [34]    Transaction Complete 
2017-12-11-14-28-26    UserID [41]    Transaction Complete 
2017-12-11-14-28-26    UserID [31]    Transaction Complete 
2017-12-11-14-28-26    UserID [55]    Transaction Complete 
2017-12-11-14-28-26    UserID [21]    Transaction Complete 
2017-12-11-14-28-26    UserID [48]    Transaction Complete 
2017-12-11-14-28-26    UserID [49]    Transaction Complete 
2017-12-11-14-28-26    UserID [4]    Transaction Complete 
2017-12-11-14-28-26    UserID [54]    Transaction Complete 
2017-12-11-14-28-26    UserID [38]    Transaction Complete 
2017-12-11-14-28-26    UserID [52]    Transaction Complete 
2017-12-11-14-28-26    UserID [10]    Transaction Complete 
2017-12-11-14-28-26    UserID [46]    Transaction Complete 
2017-12-11-14-28-26    UserID [43]    Transaction Complete 
2017-12-11-14-28-26    UserID [35]    Transaction Complete 
2017-12-11-14-28-26    UserID [50]    Transaction Complete 
2017-12-11-14-28-26    UserID [15]    Transaction Complete 
2017-12-11-14-28-26    UserID [51]    Transaction Complete 
2017-12-11-14-28-26    UserID [45]    Transaction Complete 
2017-12-11-14-28-26    UserID [56]    Transaction Complete 
2017-12-11-14-28-26    UserID [18]    Transaction Complete 
2017-12-11-14-28-26    UserID [33]    Transaction Complete 
2017-12-11-14-28-26    UserID [11]    Transaction Complete 
2017-12-11-14-28-26    UserID [37]    Transaction Complete 
2017-12-11-14-28-26    UserID [14]    Transaction Complete 
2017-12-11-14-28-26    UserID [27]    Transaction Complete 
2017-12-11-14-28-26    UserID [47]    Transaction Complete 
2017-12-11-14-28-26    UserID [6]    Transaction Complete 
2017-12-11-14-28-26    UserID [30]    Transaction Complete 
2017-12-11-14-28-27    UserID [12]    Transaction Complete 
2017-12-11-14-28-27    UserID [3]    Transaction Complete 
2017-12-11-14-28-27    UserID [53]    Transaction Complete 
2017-12-11-14-28-27    UserID [44]    Transaction Complete 
2017-12-11-14-28-27    UserID [25]    Transaction Complete 
2017-12-11-14-28-27    UserID [23]    Transaction Complete 
2017-12-11-14-28-27    UserID [9]    Transaction Complete 
2017-12-11-14-28-27    UserID [1]    Transaction Complete 
2017-12-11-14-28-27    UserID [20]    Transaction Complete 
2017-12-11-14-28-27    UserID [7]    Transaction Complete 
2017-12-11-14-28-27    UserID [59]    Transaction Complete 
2017-12-11-14-28-27    UserID [24]    Transaction Complete 
2017-12-11-14-28-27    UserID [13]    Transaction Complete 
2017-12-11-14-28-27    UserID [28]    Transaction Complete 
2017-12-11-14-28-27    UserID [5]    Transaction Complete 
2017-12-11-14-28-27    UserID [0]    Transaction Complete 
2017-12-11-14-28-27    UserID [2]    Transaction Complete 
2017-12-11-14-28-27    UserID [40]    Transaction Complete 
2017-12-11-14-28-27    UserID [42]    Transaction Complete 
2017-12-11-14-28-27    UserID [58]    Transaction Complete 
2017-12-11-14-28-27    UserID [8]    Transaction Complete 
2017-12-11-14-28-27    UserID [57]    Transaction Complete 
2017-12-11-14-28-27    UserID [16]    Transaction Complete 
